 time,player_x,player_y,player_rotation,robot_x,robot_y,robot_rotation
2024-08-07 12:23:34,28.042587,0.047,-90,28.948,-16.6698,0
2024-08-07 12:23:35,28.042587,0.047,-90,28.948,-16.6698,0
2024-08-07 12:23:36,28.042587,0.047,-90,28.948,-16.6698,0
2024-08-07 12:23:37,28.042587,0.047,-90,28.948,-16.6698,0
2024-08-07 12:23:38,28.042587,0.047,-90,28.948,-16.6698,0
2024-08-07 12:23:39,28.042587,0.047,-90,28.948,-16.6698,0
2024-08-07 12:23:40,28.042587,0.047,-90,28.948,-16.6698,0
2024-08-07 12:23:41,28.042587,0.047,-90,28.948,-16.6698,0
2024-08-07 12:23:42,28.042587,0.047,-90,28.948,-16.6698,0
2024-08-07 12:23:43,28.042587,0.047,-90,28.948,-16.6698,0
