 time,player_x,player_y,player_rotation,robot_x,robot_y,robot_rotation, fire_canteen, fire_HR, fire_manager, fire_lounge, fire_warehouse, fire_restroom, fireA_chair, fireA_printer, fireA_bin, fireA_table, robot_call
2024-10-29 15:02:29,27.794964,0.046613,-90.590874,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 15:02:30,24.788879,0.015612,-90.590874,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 15:02:32,20.801437,-0.048842,-88.818237,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 15:02:33,16.808012,-0.013078,-89.17276,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 15:02:34,12.742217,0.041834,-89.881828,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 15:02:35,8.742317,0.043527,-90.590874,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 15:02:36,7.959211,0.037503,-90.827232,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 15:02:37,7.959211,0.037503,-90.118172,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 15:02:38,7.959211,0.037503,-90.118172,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 15:02:39,7.959211,0.037503,-90.118172,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 15:02:40,26.55365,0,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 15:02:41,23.125692,0.039243,-88.109177,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 15:02:43,20.259249,0.12667,-88.109177,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 15:02:44,16.609463,0.247027,-88.109177,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 15:02:45,12.638719,0.378104,-88.109177,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 15:02:46,8.643105,0.465642,-95.317947,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 15:02:47,7.330467,0.397674,-96.49971,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 15:02:48,7.330467,0.397674,-96.49971,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,True
2024-10-29 15:02:49,7.330467,0.397674,-96.49971,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,True
2024-10-29 15:02:50,7.330467,0.397674,-96.49971,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,True
2024-10-29 15:02:51,7.330467,0.397674,-96.49971,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 15:02:52,7.330467,0.397674,-96.49971,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 15:02:53,7.330467,0.397674,-96.49971,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,True
2024-10-29 15:02:57,7.330467,0.397674,-96.49971,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 15:02:58,28.546,-18.9914,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
