 time,player_x,player_y,player_rotation,robot_x,robot_y,robot_rotation
2024-10-10 17:14:49,27.750952,0.047,-90,28.948,-16.6698,0
2024-10-10 17:14:50,25.293854,-0.015361,-90,28.948,-16.6698,0
2024-10-10 17:14:51,21.53651,-0.198206,-90,28.948,-16.6698,0
2024-10-10 17:14:52,17.906879,-0.139642,-90,28.948,-16.6698,0
2024-10-10 17:14:53,14.264412,0.288289,-90,28.948,-16.6698,0
2024-10-10 17:14:54,10.223505,0.306156,-92.363533,28.948,-16.6698,0
2024-10-10 17:14:55,7.57737,0.215904,-92.481705,28.948,-16.6698,0
2024-10-10 17:14:56,7.57737,0.215904,-91.418114,28.948,-16.6698,0
2024-10-10 17:14:57,7.263308,0.214882,-88.581886,28.948,-16.6698,0
2024-10-10 17:14:58,7.263308,0.214882,-88.581886,28.948,-16.6698,0
2024-10-10 17:14:59,27,0,-90,28.948,-16.6698,0
2024-10-10 17:15:00,25.061014,0.07202,-87.636467,28.948,-16.6698,0
2024-10-10 17:15:01,21.230566,0.228734,-87.636467,28.948,-16.6698,0
2024-10-10 17:15:02,17.24671,0.37168,-91.772652,28.948,-16.6698,0
2024-10-10 17:15:03,16.44458,0.366869,-91.772652,28.948,-16.6698,0
