 time,player_x,player_y,player_rotation,robot_x,robot_y,robot_rotation, fire_canteen, fire_HR, fire_manager, fire_lounge, fire_warehouse, fire_restroom, fireA_chair, fireA_printer, fireA_bin, fireA_table, robot_call
2024-10-29 15:01:11,27.747911,0.044569,-90.472702,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 15:01:12,24.425581,0.021568,-87.636467,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 15:01:14,21.181894,0.086577,-90.827232,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 15:01:15,18.104548,0.043891,-90.827232,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 15:01:16,14.176713,-0.012681,-90.827232,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 15:01:17,10.182693,-0.070323,-90.827232,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 15:01:18,8.266739,-0.097981,-87.045593,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 15:01:19,7.953085,-0.08179,-86.100166,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 15:01:20,7.953085,-0.08179,-86.100166,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 15:01:21,7.953085,-0.08179,-86.100166,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 15:01:22,27,0,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 15:01:23,25.575455,0.000055,-89.881828,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 15:01:24,21.819525,0.023674,-89.409126,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 15:01:27,17.772102,0.064198,-89.409126,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 15:01:28,13.773721,0.105338,-89.409126,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 15:01:29,9.774029,0.146338,-90.118172,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 15:01:30,8.257683,0.146449,-91.890823,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 15:01:31,8.257683,0.146449,-91.890823,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,True
2024-10-29 15:01:32,8.257683,0.146449,-91.890823,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,True
2024-10-29 15:01:33,8.257683,0.146449,-91.890823,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,True
2024-10-29 15:01:34,8.257683,0.146449,-91.890823,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 15:01:35,8.257683,0.146449,-91.890823,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 15:01:36,8.257683,0.146449,-91.890823,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,True
2024-10-29 15:01:38,8.257683,0.146449,-91.890823,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 15:01:39,28.546,-18.9914,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 15:01:40,28.546,-18.9914,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 15:01:41,28.546,-18.9914,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 15:01:42,28.546,-18.9914,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 15:01:43,28.546,-18.9914,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 15:01:44,28.546,-18.9914,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 15:01:45,28.546,-18.9914,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 15:01:46,28.546,-18.9914,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 15:01:47,28.546,-18.9914,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 15:01:48,28.546,-18.9914,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 15:01:49,28.546,-18.9914,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 15:01:51,28.546,-18.9914,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 15:01:52,28.949039,-19.045275,7.613845,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 15:01:53,29.747692,-16.490913,-12.712526,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 15:01:54,29.694443,-16.102221,-12.712526,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 15:01:55,28.427628,-12.21556,-19.212242,28.484386,-13.262461,2.111602,True,True,True,True,True,True,True,True,True,True,True
2024-10-29 15:01:56,27.560299,-9.726645,-19.212242,28.512634,-12.496359,2.109292,True,True,True,True,True,True,True,True,True,True,True
