 time,player_x,player_y,player_rotation,robot_x,robot_y,robot_rotation, fire_canteen, fire_HR, fire_manager, fire_lounge, fire_warehouse, fire_restroom, fireA_chair, fireA_printer, fireA_bin, fireA_table, robot_call
2024-11-18 16:31:30,28.042587,0.047,-88.936409,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,
2024-11-18 16:31:31,28.042587,0.047,-88.936409,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,
2024-11-18 16:31:32,28.042587,0.047,-88.936409,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,
2024-11-18 16:31:33,28.042587,0.047,-88.936409,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,
2024-11-18 16:31:34,28.042587,0.047,-88.936409,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,
2024-11-18 16:31:35,28.042587,0.047,-88.936409,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,
2024-11-18 16:31:36,28.042587,0.047,-88.936409,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,
2024-11-18 16:31:37,26.102324,0.060821,-89.881828,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,
2024-11-18 16:31:38,22.270075,0.121203,-90.118172,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,
2024-11-18 16:31:40,20.018444,0.15336,-87.518295,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,
2024-11-18 16:31:41,16.314489,0.109406,-86.100166,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,
2024-11-18 16:31:43,12.803207,0.265303,-87.518295,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,
2024-11-18 16:31:44,9.258808,0.274004,-91.181763,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,
2024-11-18 16:31:45,7.370296,0.228624,-91.890823,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,
2024-11-18 16:31:46,7.370296,0.228624,-92.718056,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,
2024-11-18 16:31:47,7.370296,0.228624,-91.299942,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,
2024-11-18 16:31:48,7.370296,0.228624,-91.063583,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,
2024-11-18 16:31:49,26.864424,0,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,
2024-11-18 16:31:50,23.703535,0.048684,-87.518295,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,
2024-11-18 16:31:55,20.203146,0.189355,-87.518295,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,
2024-11-18 16:31:56,16.445812,0.299701,-96.972412,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,
2024-11-18 16:31:58,13.146214,0.074186,-93.663475,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,
2024-11-18 16:31:59,10.007042,-0.127062,-92.481705,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,
2024-11-18 16:32:00,6.616631,-0.185685,-87.872818,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,
2024-11-18 16:32:01,6.588314,-0.353783,-87.872818,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,
