 time,player_x,player_y,player_rotation,robot_x,robot_y,robot_rotation
2024-08-22 14:21:43,27,0,-91.654465,28.948,-16.6698,0
2024-08-22 14:21:44,27,0,-91.654465,28.948,-16.6698,0
2024-08-22 14:21:44,27,0,-91.654465,28.948,-16.6698,0
2024-08-22 14:21:45,27,0,-91.654465,28.948,-16.6698,0
2024-08-22 14:21:45,27,0,-91.654465,28.948,-16.6698,0
2024-08-22 14:21:46,27.981373,0.028345,-91.654465,28.948,-16.6698,0
2024-08-22 14:21:46,27.981373,0.028345,-91.654465,28.948,-16.6698,0
2024-08-22 14:21:47,27.981373,0.028345,109.516212,28.948,-16.6698,0
2024-08-22 14:21:47,27.981373,0.028345,109.516212,28.948,-16.6698,0
2024-08-22 14:21:48,27.981373,0.028345,-82.436699,28.948,-16.6698,0
2024-08-22 14:21:48,27.981373,0.028345,-82.436699,28.948,-16.6698,0
2024-08-22 14:21:49,27.180799,0.006874,-91.536285,28.948,-16.6698,0
2024-08-22 14:21:49,27.180799,0.006874,-91.536285,28.948,-16.6698,0
2024-08-22 14:21:50,23.885242,-0.028509,-89.527283,28.948,-16.6698,0
2024-08-22 14:21:50,23.885242,-0.028509,-89.527283,28.948,-16.6698,0
2024-08-22 14:21:51,21.996468,-0.013056,-89.527283,28.948,-16.6698,0
2024-08-22 14:21:51,21.996468,-0.013056,-89.527283,28.948,-16.6698,0
2024-08-22 14:21:52,19.508877,0.007471,-89.527283,28.948,-16.6698,0
2024-08-22 14:21:52,19.508877,0.007471,-89.527283,28.948,-16.6698,0
2024-08-22 14:21:53,17.449966,0.024458,-89.527283,28.948,-16.6698,0
2024-08-22 14:21:53,17.449966,0.024458,-89.527283,28.948,-16.6698,0
2024-08-22 14:21:54,13.602849,0.056197,-89.527283,28.948,-16.6698,0
2024-08-22 14:21:54,13.602849,0.056197,-89.527283,28.948,-16.6698,0
2024-08-22 14:21:55,9.614868,0.089097,-89.527283,28.948,-16.6698,0
2024-08-22 14:21:55,9.614868,0.089097,-89.527283,28.948,-16.6698,0
2024-08-22 14:21:56,7.565855,0.106001,-89.527283,28.948,-16.6698,0
2024-08-22 14:21:56,7.565855,0.106001,-89.527283,28.948,-16.6698,0
