 time,player_x,player_y,player_rotation,robot_x,robot_y,robot_rotation
2024-08-07 12:35:51,28.042587,0.047,-90,28.948,-16.6698,0
2024-08-07 12:35:52,27.258585,0.047,-90,28.948,-16.6698,0
2024-08-07 12:35:53,27.258493,0.047,-90,28.948,-16.6698,0
2024-08-07 12:35:54,27.258493,0.047,-90,28.948,-16.6698,0
2024-08-07 12:35:55,27.258493,0.047,-90,28.948,-16.6698,0
2024-08-07 12:35:56,27.258493,0.047,-90,28.948,-16.6698,0
2024-08-07 12:35:57,27.258493,0.047,-90,28.948,-16.6698,0
2024-08-07 12:35:58,27.258493,0.047,-90,28.948,-16.6698,0
2024-08-07 12:35:59,27.258493,0.047,-90,28.948,-16.6698,0
2024-08-07 12:36:00,27.258493,0.047,-90,28.948,-16.6698,0
2024-08-07 12:36:01,27.258493,0.047,-90,28.948,-16.6698,0
2024-08-07 12:36:02,27.258493,0.047,-90,28.948,-16.6698,0
2024-08-07 12:36:03,27.258493,0.047,-90,28.948,-16.6698,0
2024-08-07 12:36:04,27.258493,0.047,-90,28.948,-16.6698,0
2024-08-07 12:36:05,27.258493,0.047,-90,28.948,-16.6698,0
2024-08-07 12:36:06,27.258493,0.047,-90,28.948,-16.6698,0
2024-08-07 12:36:07,27.258493,0.047,-90,28.948,-16.6698,0
2024-08-07 12:36:08,27.258493,0.047,-90,28.948,-16.6698,0
2024-08-07 12:36:09,27.258493,0.047,-90,28.948,-16.6698,0
