 time,player_x,player_y,player_rotation,robot_x,robot_y,robot_rotation, fire_canteen, fire_HR, fire_manager, fire_lounge, fire_warehouse, fire_restroom, fireA_chair, fireA_printer, fireA_bin, fireA_table, robot_call
2024-11-18 16:36:13,28.042587,0.047,-90.472702,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,
2024-11-18 16:36:14,25.682106,0.027526,-90.472702,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,
2024-11-18 16:36:15,21.805708,-0.004449,-90.472702,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,
2024-11-18 16:36:17,18.134329,-0.034736,-90.472702,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,
2024-11-18 16:36:18,14.171395,-0.022926,-88.463707,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,
2024-11-18 16:36:20,10.773403,0.057024,-88.581886,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,
2024-11-18 16:36:21,7.86969,0.116673,-89.290932,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,
2024-11-18 16:36:22,7.090612,0.121576,-89.527298,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,
2024-11-18 16:36:23,7.085312,0.121611,-89.527298,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,
2024-11-18 16:36:24,7.085312,0.121611,-87.754646,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,
2024-11-18 16:36:25,27,0,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,
2024-11-18 16:36:26,27,0,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,
2024-11-18 16:36:27,25.575455,0,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,
2024-11-18 16:36:28,21.81941,0,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,
2024-11-18 16:36:39,21.308878,0,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,
