 time,player_x,player_y,player_rotation,robot_x,robot_y,robot_rotation, fire_canteen, fire_HR, fire_manager, fire_lounge, fire_warehouse, fire_restroom, fireA_chair, fireA_printer, fireA_bin, fireA_table, robot_call
2024-10-29 14:54:47,28.042587,0.047,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 14:54:48,25.49807,0.047,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 14:54:49,21.606745,0.047,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 14:54:52,17.938787,0.047,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 14:54:53,13.971207,0.047,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 14:54:54,9.973713,0.046999,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 14:54:55,7.657396,0.046999,-89.054588,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 14:54:56,6.873402,0.059937,-88.227348,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 14:54:57,6.873402,0.059937,-91.181763,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 14:54:58,6.873402,0.059937,-91.890823,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 14:54:59,27,0,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 14:55:00,27,0,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 14:55:01,27,0,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 14:55:02,27,0,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 14:55:03,27,0,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 14:55:04,27,0,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 14:55:05,27,0,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 14:55:06,27,0,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 14:55:07,27,0,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 14:55:08,27,0,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 14:55:09,27,0,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 14:55:10,27,0,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 14:55:11,27,0,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 14:55:12,27,0,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 14:55:13,27,0,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 14:55:14,27,0,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 14:55:15,27,0,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 14:55:16,27,0,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 14:55:17,27,0,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 14:55:18,27,0,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 14:55:19,27,0,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 14:55:20,27,0,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 14:55:21,27,0,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 14:55:22,26.512804,0,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 14:55:23,23.060459,0,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 14:55:25,20.115076,0,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 14:55:26,16.616156,-0.516844,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 14:55:27,13.233613,0.469919,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 14:55:28,10.010397,-0.749037,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,False
2024-10-29 14:55:29,8.914576,-0.765385,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,True
2024-10-29 14:55:30,8.178703,-0.469606,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,True
2024-10-29 14:55:31,8.178703,-0.469606,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True,True
