 time,player_x,player_y,player_rotation,robot_x,robot_y,robot_rotation
2024-10-10 16:42:25,28.042587,0.047,-90,28.948,-16.6698,0
2024-10-10 16:42:26,27.959589,0.047,-90,28.948,-16.6698,0
2024-10-10 16:42:27,24.957067,0.047,-90,28.948,-16.6698,0
2024-10-10 16:42:28,24.517149,-0.451363,-90,28.948,-16.6698,0
2024-10-10 16:42:29,24.103052,-0.281121,-90,28.948,-16.6698,0
2024-10-10 16:42:30,22.2607,-0.281121,-90,28.948,-16.6698,0
2024-10-10 16:42:31,19.08416,-0.281122,-90,28.948,-16.6698,0
2024-10-10 16:42:32,18.079952,0.073863,-90,28.948,-16.6698,0
2024-10-10 16:42:33,14.442164,0.075133,-90,28.948,-16.6698,0
2024-10-10 16:42:34,10.470352,0.075229,-90,28.948,-16.6698,0
2024-10-10 16:42:35,9.697834,0.07523,-90,28.948,-16.6698,0
2024-10-10 16:42:36,9.037338,0.07523,-90,28.948,-16.6698,0
2024-10-10 16:42:37,8.78933,0.07523,-90,28.948,-16.6698,0
2024-10-10 16:42:38,8.78933,0.07523,-90,28.948,-16.6698,0
2024-10-10 16:42:39,8.78933,0.07523,-90,28.948,-16.6698,0
2024-10-10 16:42:40,8.78933,0.07523,-90,28.948,-16.6698,0
2024-10-10 16:42:41,8.78933,0.07523,-90,28.948,-16.6698,0
2024-10-10 16:42:42,27,0,-90,28.948,-16.6698,0
2024-10-10 16:42:43,25.793024,0,-90,28.948,-16.6698,0
2024-10-10 16:42:44,22.082258,0,-90,28.948,-16.6698,0
2024-10-10 16:42:45,19.784691,0,-90,28.948,-16.6698,0
2024-10-10 16:42:46,19.784691,0,-90,28.948,-16.6698,0
