 time,player_x,player_y,player_rotation,robot_x,robot_y,robot_rotation
2024-08-07 13:51:12,28.042587,0.047,-90,28.948,-16.6698,0
2024-08-07 13:51:13,28.042587,0.047,-90,28.948,-16.6698,0
2024-08-07 13:51:14,28.042587,0.047,-90,28.948,-16.6698,0
2024-08-07 13:51:15,28.042587,0.047,-90,28.948,-16.6698,0
2024-08-07 13:51:16,28.042587,0.047,-90,28.948,-16.6698,0
2024-08-07 13:51:17,28.042587,0.047,-90,28.948,-16.6698,0
2024-08-07 13:51:18,28.042587,0.047,-90,28.948,-16.6698,0
2024-08-07 13:51:19,28.042587,0.047,-90,28.948,-16.6698,0
2024-08-07 13:51:20,28.042587,0.047,-90,28.948,-16.6698,0
2024-08-07 13:51:21,28.042587,0.047,-90,28.948,-16.6698,0
2024-08-07 13:51:22,28.042587,0.047,-90,28.948,-16.6698,0
2024-08-07 13:51:23,28.042587,0.047,-90,28.948,-16.6698,0
2024-08-07 13:51:24,28.042587,0.047,-90,28.948,-16.6698,0
2024-08-07 13:51:25,28.042587,0.047,-90,28.948,-16.6698,0
2024-08-07 13:51:26,28.042587,0.047,-90,28.948,-16.6698,0
2024-08-07 13:51:27,28.042587,0.047,-90,28.948,-16.6698,0
2024-08-07 13:51:28,28.042587,0.047,-90,28.948,-16.6698,0
