 time,player_x,player_y,player_rotation,robot_x,robot_y,robot_rotation
2024-10-10 17:06:44,27.381683,0.047,-90,28.948,-16.6698,0
2024-10-10 17:06:45,23.843613,0.047,-90,28.948,-16.6698,0
2024-10-10 17:06:46,19.946087,0.047,-90,28.948,-16.6698,0
2024-10-10 17:06:47,15.882769,0.029208,-92.836243,28.948,-16.6698,0
2024-10-10 17:06:48,11.8867,-0.067606,-85.036575,28.948,-16.6698,0
2024-10-10 17:06:49,7.892904,0.088488,-89.17276,28.948,-16.6698,0
2024-10-10 17:06:50,6.068504,0.230593,-94.727058,28.948,-16.6698,0
2024-10-10 17:06:51,6.068504,0.230593,-94.84523,28.948,-16.6698,0
2024-10-10 17:06:52,6.068504,0.230593,-94.84523,28.948,-16.6698,0
2024-10-10 17:06:53,6.068504,0.230593,-100.281357,28.948,-16.6698,0
2024-10-10 17:06:54,6.467987,0.306468,-100.754059,28.948,-16.6698,0
2024-10-10 17:06:55,27,0,-90,28.948,-16.6698,0
2024-10-10 17:06:56,27,0,-88.936409,28.948,-16.6698,0
2024-10-10 17:06:57,27,0,145.914597,28.948,-16.6698,0
2024-10-10 17:06:58,27,0,-70.146332,28.948,-16.6698,0
2024-10-10 17:06:59,27,0,-7.512761,28.948,-16.6698,0
2024-10-10 17:07:00,27,0,-58.919559,28.948,-16.6698,0
2024-10-10 17:07:01,26.773554,-0.009069,-91.418114,28.948,-16.6698,0
2024-10-10 17:07:02,25.362041,-0.02158,-89.881828,28.948,-16.6698,0
2024-10-10 17:07:03,21.852383,-0.00115,-89.999992,28.948,-16.6698,0
2024-10-10 17:07:04,19.700481,0.005396,-89.999992,28.948,-16.6698,0
