 time,player_x,player_y,player_rotation,robot_x,robot_y,robot_rotation
2024-10-10 17:03:07,27.521709,0.045795,-90.354523,28.948,-16.6698,0
2024-10-10 17:03:08,24.384544,-0.194366,-90.354523,28.948,-16.6698,0
2024-10-10 17:03:09,20.487104,-0.319615,-90.354523,28.948,-16.6698,0
2024-10-10 17:03:10,16.499065,-0.270488,-86.572876,28.948,-16.6698,0
2024-10-10 17:03:11,12.506533,-0.095603,-89.17276,28.948,-16.6698,0
2024-10-10 17:03:12,8.507582,-0.02431,-88.227348,28.948,-16.6698,0
2024-10-10 17:03:13,7.258322,0.009483,-87.636467,28.948,-16.6698,0
2024-10-10 17:03:14,7.258322,0.009483,-87.636467,28.948,-16.6698,0
2024-10-10 17:03:15,7.258322,0.009483,-87.636467,28.948,-16.6698,0
2024-10-10 17:03:16,7.258322,0.009483,-87.636467,28.948,-16.6698,0
2024-10-10 17:03:17,27,0,-90,28.948,-16.6698,0
2024-10-10 17:03:18,27,0,121.806587,28.948,-16.6698,0
2024-10-10 17:03:19,27,0,-114.580711,28.948,-16.6698,0
2024-10-10 17:03:20,27,0,-85.863808,28.948,-16.6698,0
2024-10-10 17:03:21,25.732443,-0.005227,-90.236343,28.948,-16.6698,0
2024-10-10 17:03:22,25.385992,-0.006652,-90.236343,28.948,-16.6698,0
2024-10-10 17:03:23,28.582691,0.003066,-89.054581,28.948,-16.6698,0
2024-10-10 17:03:24,29.532759,-0.356769,-88.581863,28.948,-16.6698,0
2024-10-10 17:03:25,28.585033,-0.359104,-88.818222,28.948,-16.6698,0
2024-10-10 17:03:26,24.945242,-0.242343,-86.691048,28.948,-16.6698,0
2024-10-10 17:03:27,20.979004,-0.031231,-90.827232,28.948,-16.6698,0
2024-10-10 17:03:28,19.465113,-0.003921,-90.827232,28.948,-16.6698,0
