 time,x,z,rotation
1722975395,27.241724,0.047,-90,28.948,-16.6698,0
1722975396,23.648283,0.047,-90,28.948,-16.6698,0
1722975397,19.679916,0.047,-90,28.948,-16.6698,0
1722975398,15.682383,0.047,-90,28.948,-16.6698,0
1722975399,12.369132,0.047,-90,28.948,-16.6698,0
1722975400,12.366079,0.047,-90,28.948,-16.6698,0
1722975401,12.366079,0.047,-90,28.948,-16.6698,0
1722975402,12.25765,0.047,-90,28.948,-16.6698,0
1722975403,9.13229,0.047,-90,28.948,-16.6698,0
1722975404,8.572613,0.047,-90,28.948,-16.6698,0
1722975405,8.572613,0.047,-90,28.948,-16.6698,0
1722975406,8.572613,0.047,-90,28.948,-16.6698,0
1722975407,8.572613,0.047,-90,28.948,-16.6698,0
1722975408,27,0,-90,28.948,-16.6698,0
1722975409,27,0,-90,28.948,-16.6698,0
1722975410,24.269606,0,-90,28.948,-16.6698,0
1722975411,22.23028,0,-90,28.948,-16.6698,0
1722975412,22.23028,0,-90,28.948,-16.6698,0
1722975413,22.23028,0,-90,28.948,-16.6698,0
1722975414,22.23028,0,-90,28.948,-16.6698,0
1722975415,22.23028,0,-90,28.948,-16.6698,0
1722975416,22.23028,0,-90,28.948,-16.6698,0
1722975417,21.332056,0,-90,28.948,-16.6698,0
1722975418,17.705439,0,-90,28.948,-16.6698,0
1722975419,13.734481,0,-90,28.948,-16.6698,0
1722975420,9.736717,0,-90,28.948,-16.6698,0
1722975421,6.626251,0.002228,-90,28.948,-16.6698,0
1722975422,7.557537,0.002228,-90,28.948,-16.6698,0
1722975423,7.557537,0.002228,-90,28.948,-16.6698,0
1722975424,7.557537,0.002228,-90.827232,28.948,-16.6698,0
1722975425,7.557537,0.002228,-89.645477,28.948,-16.6698,0
1722975426,7.557537,0.002228,-89.645477,28.948,-16.6698,0
1722975427,7.557537,0.002228,-89.645477,28.948,-16.6698,0
1722975428,7.557537,0.002228,-89.645477,28.948,-16.6698,0
1722975429,7.557537,0.002228,-89.645477,28.948,-16.6698,0
1722975430,7.557537,0.002228,-89.645477,28.948,-16.6698,0
1722975431,28.546,-18.9914,-90,28.948,-16.6698,0
1722975432,28.546,-18.9914,-90,28.948,-16.6698,0
1722975433,28.546,-18.9914,-17.439583,28.948,-16.6698,0
1722975434,29.054743,-17.570517,1.586843,28.948,-16.6698,0
1722975435,29.989685,-16.455658,-14.603347,28.948,-16.6698,0
1722975435,29.621433,-15.49529,-19.921293,28.849295,-16.077999,-9.468801
1722975437,26.920235,-8.451871,-17.675938,27.909973,-12.467312,-15.451402
1722975438,25.925819,-4.603347,13.286318,27.40379,-10.636095,-15.451803
1722975439,27.266933,-1.485114,-69.67363,26.879833,-8.740639,-15.450931
1722975440,24.603146,-0.67865,-81.49128,26.373642,-6.90945,-15.450598
1722975441,20.779366,-0.202065,-95.908821,25.858597,-5.046142,-15.438069
1722975442,17.326969,-0.653009,-52.656208,25.348614,-3.253811,-40.310272
1722975443,14.393346,1.084832,-60.219501,23.988346,-1.839476,-47.833031
1722975444,13.964746,0.851295,-62.937569,22.134098,-1.404697,-83.899605
1722975445,11.447042,1.352817,-8.458178,20.277784,-1.208568,-84.355255
1722975446,11.666859,4.144264,38.694275,18.353779,-1.018909,-84.367104
1722975447,13.299104,5.560791,103.691376,16.528986,-0.844838,-89.396172
1722975448,13.97097,5.40099,-122.414551,14.592539,-1.164618,-100.700043
1722975449,13.523488,5.400991,-115.796669,12.792269,-1.511224,-100.916458
1722975450,14.459428,5.347121,145.762207,10.893938,-1.877561,-100.907562
1722975451,15.300068,2.498393,-176.775818,9.136597,-2.040861,-93.972305
1722975452,15.782493,0.406657,115.390839,7.141474,-2.179566,-93.969894
1722975453,15.782493,0.406657,115.390839,5.146376,-2.318145,-93.966003
