 time,player_x,player_y,player_rotation,robot_x,robot_y,robot_rotation
2024-10-10 17:15:40,27.579536,0.047,-90,28.948,-16.6698,0
2024-10-10 17:15:41,24.45417,0.047,-90,28.948,-16.6698,0
2024-10-10 17:15:42,20.522219,0.047,-90,28.948,-16.6698,0
2024-10-10 17:15:43,16.527515,0.047,-90,28.948,-16.6698,0
2024-10-10 17:15:44,12.52791,0.047,-90,28.948,-16.6698,0
2024-10-10 17:15:45,8.461304,0.049929,-89.409126,28.948,-16.6698,0
2024-10-10 17:15:46,8.278183,0.050745,-87.990997,28.948,-16.6698,0
2024-10-10 17:15:47,7.141665,0.089643,-88.700058,28.948,-16.6698,0
2024-10-10 17:15:48,6.75178,0.098491,-88.700058,28.948,-16.6698,0
2024-10-10 17:15:49,6.75178,0.098491,-88.700058,28.948,-16.6698,0
2024-10-10 17:15:50,6.75178,0.098491,-95.908821,28.948,-16.6698,0
2024-10-10 17:15:51,27,0,-90,28.948,-16.6698,0
2024-10-10 17:15:52,25.000483,0,-90,28.948,-16.6698,0
2024-10-10 17:15:53,21.159878,0,-90,28.948,-16.6698,0
2024-10-10 17:15:54,17.17227,0,-90,28.948,-16.6698,0
2024-10-10 17:15:55,13.173297,-0.009748,-90.945412,28.948,-16.6698,0
2024-10-10 17:15:56,9.174219,-0.083912,-91.181763,28.948,-16.6698,0
2024-10-10 17:15:57,7.350422,-0.096606,-88.818237,28.948,-16.6698,0
2024-10-10 17:15:58,7.32095,-0.095998,-88.818237,28.948,-16.6698,0
2024-10-10 17:15:59,7.32095,-0.095998,-87.163757,28.948,-16.6698,0
2024-10-10 17:16:00,7.32095,-0.095998,-85.863815,28.948,-16.6698,0
2024-10-10 17:16:01,7.32095,-0.095998,-86.691055,28.948,-16.6698,0
2024-10-10 17:16:02,7.32095,-0.095998,-84.091171,28.948,-16.6698,0
2024-10-10 17:16:03,7.32095,-0.095998,-77.591454,28.948,-16.6698,0
2024-10-10 17:16:05,7.575451,-0.201797,-79.364105,28.948,-16.6698,0
2024-10-10 17:16:06,28.546,-18.9914,-90,28.948,-16.6698,0
2024-10-10 17:16:07,28.546,-18.9914,-90,28.948,-16.6698,0
2024-10-10 17:16:08,28.546,-18.9914,-90,28.948,-16.6698,0
2024-10-10 17:16:09,28.546,-18.9914,-90,28.948,-16.6698,0
2024-10-10 17:16:10,28.546,-18.9914,-90,28.948,-16.6698,0
2024-10-10 17:16:11,28.546,-18.9914,-90,28.948,-16.6698,0
2024-10-10 17:16:12,28.546,-18.9914,-90,28.948,-16.6698,0
2024-10-10 17:16:13,28.546,-18.9914,-90,28.948,-16.6698,0
2024-10-10 17:16:14,28.546,-18.9914,-90,28.948,-16.6698,0
2024-10-10 17:16:15,28.546,-18.9914,-90,28.948,-16.6698,0
2024-10-10 17:16:18,28.546,-18.9914,-90,28.948,-16.6698,0
2024-10-10 17:16:19,28.546,-18.9914,-11.176232,28.948,-16.6698,0
2024-10-10 17:16:20,29.008522,-17.778387,6.550252,28.948,-16.6698,0
2024-10-10 17:16:21,29.541498,-17.299904,-59.510441,28.948,-16.6698,0
2024-10-10 17:16:22,29.674335,-16.953959,-71.564453,28.948,-16.6698,0
2024-10-10 17:16:22,29.654047,-16.899113,-16.966875,28.948,-16.6698,0
2024-10-10 17:16:24,28.292856,-12.319827,-22.284824,28.265196,-13.752375,-15.435647
2024-10-10 17:16:25,26.867428,-8.746254,-7.040048,27.750088,-11.88903,-15.447188
2024-10-10 17:16:26,26.678766,-4.902842,57.720711,27.243896,-10.057825,-15.449775
2024-10-10 17:16:27,29.556976,-3.445572,67.174828,26.728874,-8.194486,-15.445374
2024-10-10 17:16:28,32.700172,-3.337043,74.029076,26.213806,-6.331177,-15.445434
2024-10-10 17:16:29,32.546886,-2.78738,79.110664,25.725395,-4.564255,-15.451814
2024-10-10 17:16:30,34.309021,-2.264562,113.618217,24.960468,-2.796327,-40.307594
2024-10-10 17:16:31,36.54393,-3.143887,100.50061,23.526161,-1.553288,-83.903175
2024-10-10 17:16:32,36.543972,-3.144056,95.182678,21.537498,-1.340983,-83.896843
