 time,player_x,player_y,player_rotation,robot_x,robot_y,robot_rotation
2024-08-07 13:40:35,28.042587,0.047,-90,28.948,-16.6698,0
2024-08-07 13:40:36,28.042587,0.047,-90,28.948,-16.6698,0
