 time,player_x,player_y,player_rotation,robot_x,robot_y,robot_rotation
2024-10-10 16:50:02,28.042587,0.047,-90,28.948,-16.6698,0
2024-10-10 16:50:03,25.961868,-0.189378,-90,28.948,-16.6698,0
2024-10-10 16:50:04,23.852533,-0.223421,-90,28.948,-16.6698,0
2024-10-10 16:50:05,20.02338,-0.224301,-90,28.948,-16.6698,0
2024-10-10 16:50:06,16.05267,-0.18582,-90,28.948,-16.6698,0
2024-10-10 16:50:07,12.297597,0.364255,-90,28.948,-16.6698,0
2024-10-10 16:50:08,9.231693,-0.451793,-90,28.948,-16.6698,0
2024-10-10 16:50:09,8.937325,0.343795,-90,28.948,-16.6698,0
2024-10-10 16:50:10,8.936749,0.344291,-101.344948,28.948,-16.6698,0
2024-10-10 16:50:11,8.936749,0.344291,-101.344948,28.948,-16.6698,0
2024-10-10 16:50:12,8.936749,0.344291,-96.49971,28.948,-16.6698,0
2024-10-10 16:50:13,8.936749,0.344291,-96.49971,28.948,-16.6698,0
2024-10-10 16:50:14,8.936749,0.344291,-96.49971,28.948,-16.6698,0
2024-10-10 16:50:15,8.936749,0.344291,-96.49971,28.948,-16.6698,0
2024-10-10 16:50:16,8.936749,0.344291,-87.163757,28.948,-16.6698,0
2024-10-10 16:50:17,26.805254,0,-90,28.948,-16.6698,0
2024-10-10 16:50:18,23.57505,0,-90,28.948,-16.6698,0
2024-10-10 16:50:19,19.823212,0,-90,28.948,-16.6698,0
2024-10-10 16:50:20,21.782362,0,-90,28.948,-16.6698,0
2024-10-10 16:50:21,25.622637,0,-90,28.948,-16.6698,0
2024-10-10 16:50:22,29.532681,0,-90,28.948,-16.6698,0
2024-10-10 16:50:23,28.731895,0,-90,28.948,-16.6698,0
2024-10-10 16:50:24,25.138456,0,-90,28.948,-16.6698,0
2024-10-10 16:50:25,21.170095,0,-90,28.948,-16.6698,0
2024-10-10 16:50:26,17.172567,0,-90,28.948,-16.6698,0
2024-10-10 16:50:27,13.17275,0,-90,28.948,-16.6698,0
2024-10-10 16:50:28,9.859367,0,-90,28.948,-16.6698,0
